OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,TotalCost,Discount,TotalSales,Tax,ShippingCost,TotalExpenses,TotalProfit,PaymentMethod,OrderStatus,City,State_Name,Country,SellerID
ORD0015775,21-11-2022,CUST048782,Simran Kumar,P00050,Novel Bestseller,Books,CoreTech,4,378.58,1514.32,0%,1514.32,0.00,4.77,4.77,1509.55,Credit Card,Delivered,Chicago,Illinois,United States,SELL00243
ORD0015776,22-10-2021,CUST020045,Vivaan Kapoor,P00030,Dress Shirt,Books,UrbanStyle,2,394.72,789.44,0%,789.44,0.00,1.50,1.50,787.94,Credit Card,Delivered,San Antonio,Texas,United States,SELL00517
ORD0015777,06-12-2024,CUST028783,Vihaan Singh,P00019,LED Desk Lamp,Toys & Games,ReadMore,3,298.09,894.27,0%,894.27,71.54,6.94,78.48,815.79,Cash on Delivery,Delivered,Chicago,Illinois,Australia,SELL01023
ORD0015778,26-11-2022,CUST008309,Aditya Reddy,P00032,Board Game,Electronics,NexPro,5,505.07,2525.35,10%,2272.82,0.00,11.87,11.87,2260.95,Debit Card,Returned,Los Angeles,California,United States,SELL00383
ORD0015779,08-09-2024,CUST044914,Anjali Singh,P00021,Backpack,Toys & Games,Zenith,5,78.36,391.80,0%,391.80,70.52,1.48,72.00,319.80,Debit Card,Delivered,Denver,Colorado,United States,SELL00454
ORD0015780,27-09-2023,CUST019524,Neha Kumar,P00027,Winter Jacket,Clothing,HomeEase,5,271.54,1357.70,15%,1154.05,138.49,8.88,147.37,1006.68,Credit Card,Shipped,Philadelphia,Pennsylvania,United States,SELL01500
ORD0015781,02-11-2022,CUST022312,Priya Verma,P00025,Running Shoes,Books,NexPro,5,124.60,623.00,15%,529.55,42.36,2.36,44.72,484.83,Amazon Pay,Delivered,San Antonio,Texas,United States,SELL00001
ORD0015782,21-04-2023,CUST040851,Aditya Gupta,P00025,Running Shoes,Toys & Games,Zenith,5,498.22,2491.10,5%,2366.55,118.33,10.35,128.68,2237.87,Amazon Pay,Delivered,Columbus,Ohio,United States,SELL01291
ORD0015783,07-08-2024,CUST009707,Sunita Verma,P00033,Puzzle 1000pc,Clothing,ReadMore,5,517.35,2586.75,10%,2328.08,0.00,1.79,1.79,2326.29,Amazon Pay,Delivered,Chicago,Illinois,Australia,SELL00642
ORD0015784,12-07-2023,CUST031336,Rohit Kumar,P00033,Puzzle 1000pc,Clothing,FitLife,1,88.19,88.19,10%,79.37,3.97,1.34,5.31,74.06,Credit Card,Delivered,Philadelphia,Pennsylvania,United States,SELL00776
ORD0015785,28-03-2020,CUST012415,Aditya Patel,P00004,USB-C Charger,Electronics,BrightLux,3,214.12,642.36,0%,642.36,32.12,9.36,41.48,600.88,Credit Card,Delivered,San Francisco,California,United States,SELL00953
ORD0015786,25-01-2024,CUST048714,Vikas Patel,P00032,Board Game,Books,KiddoFun,1,213.06,213.06,25%,159.80,19.18,10.42,29.60,130.20,UPI,Delivered,Philadelphia,Pennsylvania,United States,SELL00209
ORD0015787,15-02-2020,CUST042109,Rohit Sharma,P00015,Instant Pot,Electronics,CoreTech,3,194.52,583.56,0%,583.56,29.18,5.34,34.52,549.04,Credit Card,Shipped,New York,New York,United States,SELL00495
ORD0015788,16-11-2023,CUST028930,Aditya Patel,P00005,Laptop Sleeve,Clothing,ReadMore,4,323.11,1292.44,0%,1292.44,155.09,0.37,155.46,1136.98,Credit Card,Shipped,Phoenix,Arizona,Canada,SELL00844
ORD0015789,16-02-2023,CUST043359,Sneha Sharma,P00012,Noise Cancelling Headphones,Clothing,KiddoFun,3,303.65,910.95,20%,728.76,36.44,6.05,42.49,686.27,UPI,Delivered,Los Angeles,California,United States,SELL01858
ORD0015790,21-07-2022,CUST017196,Rohit Sharma,P00042,Projector Mini,Electronics,ReadMore,1,557.77,557.77,0%,557.77,27.89,13.97,41.86,515.91,Cash on Delivery,Shipped,Los Angeles,California,United States,SELL01826
ORD0015791,03-04-2024,CUST011513,Priya Gupta,P00018,Vacuum Cleaner,Electronics,BrightLux,2,169.47,338.94,0%,338.94,27.12,3.58,30.70,308.24,Debit Card,Shipped,Columbus,Ohio,United States,SELL01188
ORD0015792,10-01-2024,CUST005638,Aarav Joshi,P00028,Jeans,Home & Kitchen,Apex,1,564.59,564.59,30%,395.21,47.43,6.64,54.07,341.14,Amazon Pay,Delivered,Dallas,Texas,United States,SELL00330
ORD0015793,21-10-2024,CUST011307,Simran Reddy,P00015,Instant Pot,Home & Kitchen,NexPro,2,199.93,399.86,0%,399.86,19.99,5.58,25.57,374.29,Credit Card,Delivered,San Francisco,California,United States,SELL01587
ORD0015794,14-01-2022,CUST036605,Aditya Verma,P00001,Wireless Earbuds,Sports & Outdoors,CoreTech,2,250.51,501.02,0%,501.02,90.18,9.09,99.27,401.75,Debit Card,Delivered,Fort Worth,Texas,United States,SELL00798
ORD0015795,17-06-2024,CUST034195,Vivaan Kapoor,P00041,Webcam Full HD,Toys & Games,NexPro,4,231.13,924.52,0%,924.52,166.41,12.65,179.06,745.46,Amazon Pay,Delivered,San Antonio,Texas,India,SELL00803
ORD0015796,24-08-2022,CUST047250,Karan Patel,P00049,Children's Book,Toys & Games,HomeEase,4,411.27,1645.08,20%,1316.06,236.89,11.84,248.73,1067.33,Credit Card,Delivered,Chicago,Illinois,United States,SELL00332
ORD0015797,01-02-2022,CUST040222,Kabir Reddy,P00024,Yoga Mat,Home & Kitchen,UrbanStyle,1,205.89,205.89,15%,175.01,21.00,1.11,22.11,152.90,Credit Card,Pending,Phoenix,Arizona,United States,SELL01456
ORD0015798,31-01-2022,CUST032967,Priya Patel,P00027,Winter Jacket,Electronics,Apex,2,315.88,631.76,0%,631.76,0.00,9.71,9.71,622.05,Credit Card,Cancelled,Denver,Colorado,United States,SELL00888
ORD0015799,04-03-2022,CUST032145,Anjali Joshi,P00038,External HDD 2TB,Sports & Outdoors,UrbanStyle,2,51.10,102.20,5%,97.09,4.85,3.51,8.36,88.73,UPI,Delivered,Seattle,Washington,United States,SELL00131
ORD0015800,13-01-2022,CUST028277,Karan Mehta,P00004,USB-C Charger,Home & Kitchen,BrightLux,1,450.64,450.64,0%,450.64,36.05,2.08,38.13,412.51,Amazon Pay,Pending,Columbus,Ohio,United States,SELL01880
ORD0015801,05-12-2022,CUST002229,Sneha Gupta,P00025,Running Shoes,Toys & Games,NexPro,4,242.63,970.52,10%,873.47,43.67,0.28,43.95,829.52,Debit Card,Delivered,Jacksonville,Florida,United States,SELL01818
ORD0015802,11-03-2024,CUST008132,Anjali Gupta,P00037,Router,Toys & Games,CoreTech,5,416.77,2083.85,0%,2083.85,166.71,7.87,174.58,1909.27,Debit Card,Delivered,New York,New York,Australia,SELL01563
ORD0015803,11-07-2021,CUST020611,Vihaan Reddy,P00029,T-Shirt,Clothing,CoreTech,4,457.29,1829.16,0%,1829.16,219.50,5.16,224.66,1604.50,Credit Card,Delivered,Seattle,Washington,Canada,SELL00549
ORD0015804,09-06-2021,CUST017151,Mohit Kapoor,P00027,Winter Jacket,Books,CoreTech,3,395.80,1187.40,10%,1068.66,192.36,2.41,194.77,873.89,Cash on Delivery,Delivered,Washington,District of Columbia,United States,SELL00470
ORD0015805,19-08-2021,CUST017817,Ritika Verma,P00017,Electric Kettle,Home & Kitchen,BrightLux,4,484.57,1938.28,15%,1647.54,131.80,1.97,133.77,1513.77,Debit Card,Shipped,San Antonio,Texas,United States,SELL01259
ORD0015806,19-04-2022,CUST032932,Arjun Mehta,P00012,Noise Cancelling Headphones,Clothing,HomeEase,1,546.15,546.15,10%,491.54,39.32,3.05,42.37,449.17,Amazon Pay,Shipped,San Francisco,California,United States,SELL01922
ORD0015807,03-01-2020,CUST043342,Kabir Kapoor,P00035,Desk Plant,Home & Kitchen,Apex,3,201.54,604.62,5%,574.39,45.95,7.09,53.04,521.35,Net Banking,Delivered,Columbus,Ohio,United States,SELL01916
ORD0015808,17-11-2022,CUST029847,Pooja Patel,P00031,Kids Toy Car,Toys & Games,NexPro,5,223.21,1116.05,10%,1004.45,120.53,0.48,121.01,883.44,Amazon Pay,Pending,Washington,District of Columbia,United States,SELL01589
ORD0015809,05-11-2023,CUST035577,Arjun Sharma,P00030,Dress Shirt,Electronics,UrbanStyle,3,304.64,913.92,0%,913.92,109.67,8.76,118.43,795.49,UPI,Delivered,Phoenix,Arizona,Canada,SELL00794
ORD0015810,05-06-2020,CUST042674,Karan Gupta,P00012,Noise Cancelling Headphones,Sports & Outdoors,ReadMore,3,448.93,1346.79,20%,1077.43,53.87,4.58,58.45,1018.98,Net Banking,Delivered,San Diego,California,United States,SELL00564
ORD0015811,04-05-2022,CUST018546,Aditya Kapoor,P00020,Office Chair,Electronics,KiddoFun,2,504.54,1009.08,10%,908.17,0.00,14.28,14.28,893.89,UPI,Delivered,Los Angeles,California,Australia,SELL00321
ORD0015812,25-05-2021,CUST003676,Vihaan Sharma,P00012,Noise Cancelling Headphones,Books,FitLife,5,284.50,1422.50,0%,1422.50,113.80,4.87,118.67,1303.83,Debit Card,Shipped,Houston,Texas,United States,SELL00867
ORD0015813,18-09-2023,CUST025548,Karan Verma,P00031,Kids Toy Car,Electronics,UrbanStyle,5,491.22,2456.10,5%,2333.30,280.00,6.98,286.98,2046.32,Credit Card,Delivered,Jacksonville,Florida,United States,SELL00023
ORD0015814,17-11-2021,CUST001992,Sunita Mehta,P00003,Smartphone Case,Toys & Games,ReadMore,1,433.63,433.63,0%,433.63,52.04,14.65,66.69,366.94,UPI,Delivered,San Diego,California,United States,SELL00973
ORD0015815,11-02-2023,CUST042654,Kabir Verma,P00006,Gaming Mouse,Books,HomeEase,3,132.75,398.25,20%,318.60,25.49,6.93,32.42,286.18,Credit Card,Delivered,Chicago,Illinois,United Kingdom,SELL00269
ORD0015816,13-11-2023,CUST033596,Aarav Sharma,P00045,Phone Tripod,Toys & Games,Zenith,3,494.88,1484.64,0%,1484.64,74.23,13.21,87.44,1397.20,Amazon Pay,Delivered,San Antonio,Texas,United States,SELL00698
ORD0015817,19-02-2024,CUST039273,Aman Singh,P00001,Wireless Earbuds,Electronics,UrbanStyle,3,397.90,1193.70,15%,1014.65,81.17,12.02,93.19,921.46,Debit Card,Delivered,Fort Worth,Texas,India,SELL00232
ORD0015818,27-06-2023,CUST026813,Mohit Gupta,P00041,Webcam Full HD,Home & Kitchen,NexPro,5,493.18,2465.90,25%,1849.43,147.95,11.88,159.83,1689.60,Amazon Pay,Shipped,Chicago,Illinois,Canada,SELL01030
ORD0015819,24-07-2021,CUST049382,Arjun Verma,P00036,Smart Light Bulb,Electronics,NexPro,1,50.12,50.12,0%,50.12,0.00,9.22,9.22,40.90,Credit Card,Delivered,Seattle,Washington,India,SELL00625
ORD0015820,15-12-2021,CUST047854,Sunita Reddy,P00048,Wireless Charger,Sports & Outdoors,NexPro,2,179.02,358.04,10%,322.24,38.67,9.59,48.26,273.98,Amazon Pay,Delivered,Los Angeles,California,United States,SELL01892
ORD0015821,31-08-2023,CUST017158,Arjun Mehta,P00044,Power Bank 20000mAh,Home & Kitchen,ReadMore,3,524.70,1574.10,0%,1574.10,125.93,6.21,132.14,1441.96,Net Banking,Delivered,San Antonio,Texas,United States,SELL00552
ORD0015822,26-08-2020,CUST041477,Aman Singh,P00043,HDMI Cable 2m,Books,Apex,3,253.02,759.06,5%,721.11,36.06,14.21,50.27,670.84,Debit Card,Delivered,Jacksonville,Florida,United States,SELL00760
ORD0015823,11-06-2023,CUST016131,Arjun Verma,P00044,Power Bank 20000mAh,Clothing,NexPro,1,586.06,586.06,10%,527.45,94.94,6.69,101.63,425.82,Amazon Pay,Delivered,Denver,Colorado,United States,SELL00666
ORD0015824,29-10-2020,CUST020554,Neha Patel,P00010,Smartwatch,Toys & Games,NexPro,4,381.85,1527.40,0%,1527.40,76.37,13.89,90.26,1437.14,Amazon Pay,Shipped,Indianapolis,Indiana,United States,SELL00958
ORD0015825,29-08-2021,CUST035870,Sunita Singh,P00041,Webcam Full HD,Sports & Outdoors,BrightLux,1,161.12,161.12,0%,161.12,12.89,2.39,15.28,145.84,UPI,Pending,Houston,Texas,Canada,SELL01523
ORD0015826,17-09-2022,CUST043344,Sunita Kapoor,P00020,Office Chair,Clothing,NexPro,5,55.57,277.85,0%,277.85,13.89,4.34,18.23,259.62,Amazon Pay,Delivered,Houston,Texas,Australia,SELL00851
ORD0015827,03-08-2024,CUST019723,Ritika Mehta,P00010,Smartwatch,Sports & Outdoors,BrightLux,4,475.49,1901.96,5%,1806.86,144.55,13.69,158.24,1648.62,Credit Card,Delivered,Los Angeles,California,United States,SELL00443
ORD0015828,29-11-2020,CUST039555,Arjun Sharma,P00009,Portable SSD 1TB,Sports & Outdoors,ReadMore,2,366.43,732.86,5%,696.22,55.70,3.83,59.53,636.69,Credit Card,Delivered,San Diego,California,United States,SELL01268
ORD0015829,22-04-2020,CUST012303,Aman Kumar,P00041,Webcam Full HD,Sports & Outdoors,CoreTech,3,25.01,75.03,0%,75.03,6.00,7.46,13.46,61.57,Debit Card,Delivered,Chicago,Illinois,United Kingdom,SELL01176
ORD0015830,02-07-2024,CUST009782,Pooja Joshi,P00030,Dress Shirt,Clothing,Zenith,5,116.25,581.25,0%,581.25,46.50,14.30,60.80,520.45,UPI,Delivered,Phoenix,Arizona,United States,SELL00095
ORD0015831,27-12-2020,CUST020097,Ritika Verma,P00031,Kids Toy Car,Sports & Outdoors,FitLife,3,108.62,325.86,0%,325.86,58.65,14.35,73.00,252.86,Amazon Pay,Delivered,Chicago,Illinois,India,SELL01519
ORD0015832,11-03-2022,CUST009229,Aarav Sharma,P00044,Power Bank 20000mAh,Books,UrbanStyle,4,574.11,2296.44,5%,2181.62,261.79,2.12,263.91,1917.71,Credit Card,Delivered,San Francisco,California,United States,SELL00694
ORD0015833,06-04-2020,CUST042296,Vikas Kapoor,P00013,Action Camera,Home & Kitchen,Apex,2,552.77,1105.54,0%,1105.54,55.28,7.17,62.45,1043.09,Credit Card,Delivered,Dallas,Texas,United States,SELL01944
ORD0015834,16-01-2020,CUST028583,Sneha Singh,P00046,Car Charger,Electronics,FitLife,1,45.28,45.28,10%,40.75,0.00,0.37,0.37,40.38,Net Banking,Cancelled,Seattle,Washington,United States,SELL01215
ORD0015835,09-07-2021,CUST036710,Vikas Joshi,P00032,Board Game,Toys & Games,ReadMore,3,450.32,1350.96,25%,1013.22,182.38,13.30,195.68,817.54,Amazon Pay,Delivered,San Antonio,Texas,United States,SELL01594
ORD0015836,10-01-2021,CUST011331,Arjun Singh,P00047,Memory Card 128GB,Home & Kitchen,ReadMore,2,386.82,773.64,5%,734.96,58.80,11.96,70.76,664.20,Cash on Delivery,Delivered,Dallas,Texas,United States,SELL00768
ORD0015837,11-01-2022,CUST020382,Sahil Joshi,P00005,Laptop Sleeve,Electronics,CoreTech,2,280.77,561.54,0%,561.54,28.08,14.11,42.19,519.35,Net Banking,Delivered,Los Angeles,California,United States,SELL01384
ORD0015838,24-01-2021,CUST038508,Vivaan Kumar,P00044,Power Bank 20000mAh,Electronics,Apex,1,473.75,473.75,5%,450.06,36.01,1.59,37.60,412.46,UPI,Delivered,Phoenix,Arizona,United States,SELL00544
ORD0015839,11-09-2021,CUST006569,Mohit Singh,P00020,Office Chair,Toys & Games,HomeEase,5,266.64,1333.20,5%,1266.54,101.32,3.30,104.62,1161.92,Credit Card,Delivered,Los Angeles,California,United States,SELL01267
ORD0015840,25-05-2023,CUST044122,Aarav Sharma,P00018,Vacuum Cleaner,Electronics,KiddoFun,2,544.21,1088.42,0%,1088.42,195.92,12.52,208.44,879.98,Amazon Pay,Delivered,Dallas,Texas,United States,SELL00839
ORD0015841,23-11-2023,CUST045451,Simran Gupta,P00005,Laptop Sleeve,Books,Zenith,4,27.69,110.76,0%,110.76,8.86,9.11,17.97,92.79,Cash on Delivery,Shipped,Philadelphia,Pennsylvania,United States,SELL00956
ORD0015842,07-07-2023,CUST034380,Sahil Patel,P00015,Instant Pot,Books,ReadMore,2,485.21,970.42,10%,873.38,0.00,12.45,12.45,860.93,Debit Card,Delivered,Phoenix,Arizona,India,SELL00527
ORD0015843,03-04-2022,CUST008144,Kabir Joshi,P00007,Mechanical Keyboard,Electronics,KiddoFun,3,70.98,212.94,0%,212.94,25.55,5.45,31.00,181.94,Debit Card,Delivered,Indianapolis,Indiana,United States,SELL01014
ORD0015844,15-11-2020,CUST023158,Arjun Gupta,P00044,Power Bank 20000mAh,Electronics,ReadMore,1,543.76,543.76,5%,516.57,25.83,1.72,27.55,489.02,Amazon Pay,Delivered,San Francisco,California,United States,SELL01227
ORD0015845,14-07-2020,CUST038486,Rohit Reddy,P00046,Car Charger,Clothing,CoreTech,2,243.80,487.60,0%,487.60,24.38,0.34,24.72,462.88,UPI,Delivered,Fort Worth,Texas,India,SELL00797
ORD0015846,10-02-2024,CUST045846,Simran Verma,P00035,Desk Plant,Clothing,BrightLux,2,321.75,643.50,0%,643.50,77.22,14.18,91.40,552.10,Amazon Pay,Pending,Austin,Texas,Canada,SELL00107
ORD0015847,21-02-2021,CUST029350,Arjun Kapoor,P00047,Memory Card 128GB,Electronics,ReadMore,2,87.72,175.44,5%,166.67,13.33,2.61,15.94,150.73,Credit Card,Delivered,San Antonio,Texas,United States,SELL00165
ORD0015848,07-02-2024,CUST037388,Vikas Verma,P00048,Wireless Charger,Toys & Games,Apex,1,328.74,328.74,5%,312.30,24.98,0.82,25.80,286.50,Cash on Delivery,Delivered,Charlotte,North Carolina,United States,SELL01821
ORD0015849,29-08-2021,CUST002866,Priya Patel,P00043,HDMI Cable 2m,Home & Kitchen,Apex,3,518.21,1554.63,0%,1554.63,124.37,0.88,125.25,1429.38,Credit Card,Delivered,Washington,District of Columbia,United Kingdom,SELL00004
ORD0015850,21-07-2021,CUST042257,Mohit Sharma,P00020,Office Chair,Clothing,BrightLux,5,328.05,1640.25,10%,1476.23,118.10,14.92,133.02,1343.21,Amazon Pay,Delivered,Philadelphia,Pennsylvania,United States,SELL00392
ORD0015851,27-06-2021,CUST038120,Anjali Reddy,P00030,Dress Shirt,Home & Kitchen,Apex,3,241.05,723.15,0%,723.15,86.78,5.87,92.65,630.50,Debit Card,Delivered,Jacksonville,Florida,United Kingdom,SELL01351
ORD0015852,18-08-2020,CUST018080,Aarav Singh,P00047,Memory Card 128GB,Clothing,ReadMore,3,229.21,687.63,0%,687.63,34.38,4.19,38.57,649.06,UPI,Delivered,Fort Worth,Texas,United States,SELL00530
ORD0015853,02-06-2022,CUST038821,Aman Mehta,P00014,Drone Mini,Clothing,CoreTech,2,152.05,304.10,0%,304.10,24.33,2.20,26.53,277.57,Cash on Delivery,Delivered,Fort Worth,Texas,Australia,SELL00215
ORD0015854,04-06-2021,CUST025283,Aarav Mehta,P00002,Bluetooth Speaker,Toys & Games,FitLife,5,478.46,2392.30,0%,2392.30,191.38,9.00,200.38,2191.92,Net Banking,Delivered,San Jose,California,India,SELL00994
ORD0015855,03-12-2021,CUST018201,Vivaan Gupta,P00047,Memory Card 128GB,Home & Kitchen,KiddoFun,3,232.45,697.35,20%,557.88,44.63,8.04,52.67,505.21,Credit Card,Returned,Washington,District of Columbia,India,SELL01869
ORD0015856,08-05-2023,CUST007251,Sahil Sharma,P00009,Portable SSD 1TB,Home & Kitchen,FitLife,4,251.78,1007.12,10%,906.41,72.51,0.17,72.68,833.73,Debit Card,Delivered,San Antonio,Texas,United States,SELL01175
ORD0015857,25-04-2022,CUST016229,Mohit Singh,P00026,Sunglasses,Books,Zenith,2,365.63,731.26,20%,585.01,0.00,0.78,0.78,584.23,Net Banking,Delivered,Houston,Texas,United States,SELL00848
ORD0015858,03-11-2021,CUST032370,Pooja Sharma,P00037,Router,Sports & Outdoors,Zenith,2,491.84,983.68,10%,885.31,70.82,6.72,77.54,807.77,UPI,Delivered,Los Angeles,California,United States,SELL01807
ORD0015859,10-06-2024,CUST027750,Karan Patel,P00050,Novel Bestseller,Books,Zenith,2,474.99,949.98,0%,949.98,76.00,6.58,82.58,867.40,Credit Card,Delivered,Philadelphia,Pennsylvania,United States,SELL00941
ORD0015860,21-01-2020,CUST014441,Priya Joshi,P00019,LED Desk Lamp,Sports & Outdoors,ReadMore,2,225.84,451.68,5%,429.10,21.45,1.53,22.98,406.12,Credit Card,Delivered,Fort Worth,Texas,United States,SELL00412
ORD0015861,27-08-2023,CUST043825,Pooja Joshi,P00028,Jeans,Sports & Outdoors,Apex,1,436.83,436.83,0%,436.83,34.95,11.07,46.02,390.81,Amazon Pay,Returned,Chicago,Illinois,United States,SELL01450
ORD0015862,10-08-2021,CUST042027,Sunita Kapoor,P00041,Webcam Full HD,Books,BrightLux,1,539.70,539.70,0%,539.70,43.18,3.23,46.41,493.29,Net Banking,Delivered,Charlotte,North Carolina,Canada,SELL01160
ORD0015863,16-06-2022,CUST044271,Anjali Sharma,P00028,Jeans,Sports & Outdoors,Zenith,4,594.11,2376.44,0%,2376.44,0.00,0.15,0.15,2376.29,Debit Card,Pending,Austin,Texas,United States,SELL01673
ORD0015864,03-08-2024,CUST047379,Ritika Sharma,P00007,Mechanical Keyboard,Toys & Games,FitLife,1,350.82,350.82,5%,333.28,16.66,12.27,28.93,304.35,Debit Card,Pending,San Antonio,Texas,United States,SELL01685
ORD0015865,19-07-2024,CUST047952,Pooja Verma,P00009,Portable SSD 1TB,Books,UrbanStyle,3,287.30,861.90,0%,861.90,68.95,8.45,77.40,784.50,Credit Card,Shipped,Los Angeles,California,United States,SELL00237
ORD0015866,21-11-2024,CUST012385,Aman Kapoor,P00050,Novel Bestseller,Sports & Outdoors,HomeEase,1,101.06,101.06,0%,101.06,8.08,11.12,19.20,81.86,Cash on Delivery,Delivered,Chicago,Illinois,United States,SELL00759
ORD0015867,07-06-2024,CUST003381,Aman Patel,P00044,Power Bank 20000mAh,Toys & Games,BrightLux,2,585.31,1170.62,0%,1170.62,58.53,8.96,67.49,1103.13,Amazon Pay,Pending,Houston,Texas,United States,SELL00870
ORD0015868,28-12-2023,CUST041189,Karan Mehta,P00016,Air Fryer,Toys & Games,NexPro,1,126.59,126.59,0%,126.59,6.33,8.53,14.86,111.73,Credit Card,Delivered,Washington,District of Columbia,United States,SELL00065
ORD0015869,05-01-2021,CUST010772,Pooja Kumar,P00013,Action Camera,Sports & Outdoors,Zenith,4,38.20,152.80,0%,152.80,7.64,10.57,18.21,134.59,UPI,Delivered,Indianapolis,Indiana,United States,SELL01478
ORD0015870,02-05-2024,CUST027456,Vivaan Verma,P00048,Wireless Charger,Sports & Outdoors,NexPro,4,446.67,1786.68,5%,1697.35,203.68,1.07,204.75,1492.60,Credit Card,Delivered,San Francisco,California,United States,SELL01378
ORD0015871,18-03-2020,CUST008624,Sunita Patel,P00034,Desk Organizer,Clothing,NexPro,2,467.22,934.44,0%,934.44,168.20,3.14,171.34,763.10,Debit Card,Delivered,Dallas,Texas,United States,SELL01674
ORD0015872,14-04-2024,CUST017320,Vikas Mehta,P00010,Smartwatch,Clothing,NexPro,3,567.41,1702.23,0%,1702.23,0.00,9.47,9.47,1692.76,Credit Card,Delivered,Phoenix,Arizona,United Kingdom,SELL01424
ORD0015873,01-08-2023,CUST002046,Arjun Kumar,P00027,Winter Jacket,Clothing,CoreTech,4,571.33,2285.32,10%,2056.79,0.00,6.75,6.75,2050.04,Debit Card,Returned,Houston,Texas,India,SELL01281
ORD0015874,09-10-2021,CUST018200,Aman Reddy,P00002,Bluetooth Speaker,Toys & Games,NexPro,1,471.09,471.09,15%,400.43,32.03,8.76,40.79,359.64,UPI,Returned,Austin,Texas,United States,SELL00333
ORD0015875,19-05-2020,CUST033606,Neha Reddy,P00019,LED Desk Lamp,Clothing,UrbanStyle,4,306.67,1226.68,5%,1165.35,58.27,8.66,66.93,1098.42,UPI,Delivered,San Antonio,Texas,Australia,SELL00234
ORD0015876,06-07-2021,CUST033676,Aman Reddy,P00012,Noise Cancelling Headphones,Toys & Games,Zenith,3,220.55,661.65,20%,529.32,26.47,9.86,36.33,492.99,Net Banking,Delivered,Columbus,Ohio,United States,SELL00005
ORD0015877,24-09-2022,CUST037504,Simran Mehta,P00016,Air Fryer,Electronics,KiddoFun,3,12.06,36.18,0%,36.18,4.34,6.22,10.56,25.62,Debit Card,Shipped,Phoenix,Arizona,United States,SELL01094
ORD0015878,08-10-2020,CUST005892,Vikas Mehta,P00003,Smartphone Case,Sports & Outdoors,Apex,3,252.85,758.55,0%,758.55,37.93,2.90,40.83,717.72,Credit Card,Delivered,Austin,Texas,United States,SELL01721
ORD0015879,04-05-2024,CUST008816,Kabir Kapoor,P00048,Wireless Charger,Clothing,Zenith,4,407.14,1628.56,0%,1628.56,0.00,11.44,11.44,1617.12,Credit Card,Delivered,Denver,Colorado,United States,SELL00602
ORD0015880,05-07-2023,CUST028621,Sneha Verma,P00015,Instant Pot,Toys & Games,ReadMore,5,493.31,2466.55,0%,2466.55,197.32,4.00,201.32,2265.23,Debit Card,Delivered,San Jose,California,United States,SELL00988
ORD0015881,15-10-2023,CUST013295,Rohit Mehta,P00044,Power Bank 20000mAh,Clothing,ReadMore,5,263.15,1315.75,15%,1118.39,134.21,1.19,135.40,982.99,UPI,Delivered,Dallas,Texas,United Kingdom,SELL01835
ORD0015882,15-03-2021,CUST046485,Vivaan Mehta,P00003,Smartphone Case,Clothing,Zenith,1,539.66,539.66,20%,431.73,0.00,7.36,7.36,424.37,Credit Card,Delivered,San Diego,California,United States,SELL00632
ORD0015883,26-09-2020,CUST026309,Arjun Singh,P00018,Vacuum Cleaner,Home & Kitchen,NexPro,4,74.08,296.32,0%,296.32,23.71,9.44,33.15,263.17,Credit Card,Shipped,New York,New York,United States,SELL00222
ORD0015884,03-03-2023,CUST017805,Ritika Sharma,P00008,4K Monitor,Toys & Games,Zenith,5,122.46,612.30,0%,612.30,48.98,14.64,63.62,548.68,Credit Card,Delivered,San Francisco,California,United States,SELL01387
ORD0015885,15-01-2022,CUST008556,Aditya Verma,P00003,Smartphone Case,Electronics,ReadMore,1,47.92,47.92,5%,45.52,2.28,5.12,7.40,38.12,Credit Card,Delivered,Charlotte,North Carolina,United States,SELL01932
ORD0015886,21-07-2024,CUST023645,Rohit Reddy,P00030,Dress Shirt,Electronics,KiddoFun,2,444.27,888.54,10%,799.69,63.97,12.40,76.37,723.32,UPI,Delivered,Indianapolis,Indiana,United States,SELL00605
ORD0015887,13-04-2020,CUST032407,Sunita Sharma,P00033,Puzzle 1000pc,Toys & Games,HomeEase,2,73.41,146.82,15%,124.80,6.24,11.48,17.72,107.08,Debit Card,Delivered,Austin,Texas,United States,SELL00765
ORD0015888,04-02-2022,CUST029002,Pooja Joshi,P00008,4K Monitor,Books,ReadMore,4,430.90,1723.60,0%,1723.60,137.89,1.17,139.06,1584.54,Net Banking,Delivered,Austin,Texas,United States,SELL00648
ORD0015889,04-04-2020,CUST038356,Ritika Gupta,P00043,HDMI Cable 2m,Home & Kitchen,FitLife,4,483.64,1934.56,0%,1934.56,96.73,1.35,98.08,1836.48,Debit Card,Delivered,Dallas,Texas,United States,SELL01505
ORD0015890,29-12-2021,CUST033113,Simran Verma,P00003,Smartphone Case,Clothing,NexPro,2,595.93,1191.86,0%,1191.86,59.59,2.09,61.68,1130.18,Credit Card,Delivered,Austin,Texas,United Kingdom,SELL01158
ORD0015891,15-05-2024,CUST017060,Ritika Kapoor,P00038,External HDD 2TB,Books,FitLife,1,557.90,557.90,5%,530.01,63.60,7.31,70.91,459.10,Credit Card,Delivered,Fort Worth,Texas,United States,SELL01876
ORD0015892,24-04-2021,CUST040458,Aarav Kumar,P00024,Yoga Mat,Electronics,ReadMore,2,401.30,802.60,15%,682.21,34.11,0.67,34.78,647.43,Amazon Pay,Delivered,Dallas,Texas,United States,SELL00416
